Ref,Credit_Score,Final_Grade,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Residential_Status,Telephone_Indicator,Number_of_Dependants,Marital_Status,Gender,Time_in_Employment,Employment_Status,Full_Part_Time_Empl_Ind,Perm_Temp_Empl_Ind,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau Data - Monthly_Other_Co_Repayments,Worst_History_CT,Payment_Method,Age,Total_outstanding_balance__mortg,Total # Public Info. (Court + bankruptcies),Total value Public Info. (Court + bankruptcies),Time since most recent Public Info.  mnths,Total_value__CAIS_8_9s,Worst_status_L6m,Worst_CUrrent_Status,__of_status_3_s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Bankruptcy_Detected__SP_,Total___outstanding_CCJ_s,Total outstanding balance (excl. mortgages),Total___of_accounts,CIFAS_detected,Time_since_most_recent_outstandi,Insurance_Description,PPI,code,prdt_desc,category,PPI_SINGLE,PPI_JOINT,PPI_LCI
31233,824,C,60,4000,29.9,UnSecured,47,8,67,T,Y,3,D,F,14,P,F,P,2,TRUE,TRUE ,FALSE,FALSE,FALSE,FALS,FALSE ,60,"120,000.00",0,1905,105,5,D,34,0,0,0,99,9,0,0,0,3,4,N,0,20,2,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31234,962,X,36,6000,9.9,secured  ,33,5,192,H,Y,0,S,F,60,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,264,"178,000.00",44387,2742,114,5,D,61,0,0,0,99,0,0,0,0,5,18,N,0,28,2,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31235,798,D,49,3000,28.9,UnSecured,12,2,72,T,Y,1,S,F,72,S,F,P,3,TRUE,TRUE ,TRUE ,FALSE,FALSE,FALS,FALSE ,120,"120,000.00",0,1223,0,5,D,29,0,1,4,24,28,0,0,0,2,7,N,0,13,4,N,99,LASCI                     ,1,772,LASCI,Single,1,0,0
31236,822,C,60,5000,15.9,UnSecured,0,1,24,T,Y,2,M,F,43,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,175,"120,000.00",0,11403,114,0,D,38,0,0,0,99,0,0,0,0,2,0,N,0,115,3,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31237,761,F,60,5000,24.9,secured  ,13,2,48,H,N,0,S,M,72,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,96,"144,000.00",116111,122467,743,5,D,37,118,0,0,99,20,3,2,1,3,0,N,0,64,4,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31238,894,A,24,2500,24.9,UnSecured,46,8,84,H,Y,0,S,F,72,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,"194,000.00",145000,1282,31,5,D,23,0,0,0,99,0,1,0,0,0,0,N,0,13,3,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31243,754,F,36,2000,38.9,UnSecured,27,4,339,T,N,0,S,M,39,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,63,"120,000.00",0,9381,151,0,D,52,0,0,0,99,0,1,0,0,2,0,N,0,94,8,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31249,982,X,48,10600,7.9,UnSecured,9,2,114,H,Y,1,M,M,18,P,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,238,"175,000.00",51872,64785,400,0,D,37,53,0,0,99,0,0,0,0,1,8,N,0,130,6,N,99,,0,,,,0,0,0
31253,816,C,36,4000,31.9,UnSecured,12,2,12,R,N,0,M,M,168,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"120,000.00",0,991,155,5,D,46,0,0,0,99,19,0,0,0,2,0,N,0,10,2,N,99,,0,,,,0,0,0
31254,850,B,60,5000,16.9,UnSecured,47,8,77,T,Y,3,M,M,65,D,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,137,"120,000.00",0,22998,95,0,D,46,0,0,0,99,1,0,0,0,4,2,N,0,230,9,N,99,LIFE & CRITICAL ILLN      ,1,756,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31258,938,A,60,11800,7.9,UnSecured,24,4,111,H,Y,0,M,M,58,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"140,000.00",118678,151212,710,4,D,53,120,1,22,58,0,0,0,0,2,7,N,1,326,9,N,58,1st Cust LASU / 2nd       ,1,777,1st Cust LASU / 2nd Cust LASCI,JOINT,0,1,0
31259,880,A,120,7148,12.4,secured  ,47,8,336,H,Y,0,M,F,16,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,72,"130,000.00",63122,73620,871,5,D,55,64,1,10,67,9,1,0,0,9,25,N,0,107,7,N,99,Joint                     ,1,775,JOINT LASU,JOINT,0,1,0
31260,740,F,36,1000,44.9,UnSecured,39,6,468,T,Y,0,M,F,27,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"120,000.00",0,13228,133,0,D,61,0,3,27,27,46,0,3,1,7,31,N,3,133,5,N,27,1st Cust - LASU / 2n      ,1,759,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
31264,822,C,60,5000,22.9,UnSecured,47,8,293,H,Y,0,M,F,245,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,221,"140,000.00",83001,109172,1015,4,D,53,106,0,0,99,0,3,3,3,5,23,N,0,51,8,N,99,LASCI                     ,1,760,LASCI,Single,1,0,0
31265,824,C,36,4000,29.9,UnSecured,15,3,3,T,Y,0,S,F,19,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,58,"120,000.00",0,466,0,5,D,28,0,0,0,99,0,0,0,0,2,0,N,0,5,3,N,99,JOINT LASU                ,1,775,JOINT LASU,JOINT,0,1,0
31267,917,A,48,3000,21.9,UnSecured,46,8,204,H,Y,1,S,M,72,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,72,"130,000.00",130032,141067,1528,5,D,47,132,0,0,99,0,0,0,0,5,10,N,0,111,9,N,99,JOINT LIFE & CRITICA      ,1,769,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
31269,883,A,60,3000,25.9,UnSecured,46,8,396,T,Y,0,M,M,72,R,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,108,"120,000.00",0,16070,331,0,D,64,0,0,0,99,0,0,0,0,0,25,N,0,161,7,N,99,LIFE & CRITICAL ILLN      ,1,756,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31270,941,A,60,12500,7.9,UnSecured,23,4,170,H,Y,2,M,F,125,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,186,"130,000.00",120000,73557,605,0,D,39,61,0,0,99,21,0,0,0,5,11,N,0,141,5,N,99,Other                     ,1,776,JOINT LASCI,JOINT,0,1,0
31276,793,D,13,500,30.9,UnSecured,24,4,48,H,Y,1,S,M,3,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,96,"92,000.00",88029,96899,703,5,D,27,90,0,0,99,2,1,0,0,3,2,N,0,89,9,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31277,881,A,60,10000,11.9,UnSecured,42,7,250,T,Y,0,M,F,36,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,248,"120,000.00",0,5391,0,0,D,56,0,0,0,99,19,0,0,0,3,21,N,0,54,1,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31278,712,O,60,2500,44.9,UnSecured,41,7,60,H,Y,1,M,F,42,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,240,"84,000.00",62630,64064,755,5,D,45,64,1,3,16,5,0,0,0,5,3,N,1,15,4,N,16,1st Cust - LASU / 2n      ,1,771,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
31279,998,X,60,10000,9.9,secured  ,7,1,25,H,Y,2,M,F,60,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,247,"230,000.00",200000,8991,0,0,D,44,0,0,0,99,0,0,0,0,2,1,N,0,90,5,N,99,Joint                     ,1,777,1st Cust LASU / 2nd Cust LASCI,JOINT,0,1,0
31280,824,C,49,3000,29.9,UnSecured,47,8,142,T,Y,0,M,F,54,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,"120,000.00",0,5603,0,5,D,50,0,0,0,99,0,0,0,0,3,12,N,0,57,6,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31281,978,X,36,14000,7.9,UnSecured,9,2,80,H,Y,0,M,M,25,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,331,"185,500.00",142435,163685,880,4,D,43,144,0,0,99,0,0,0,0,4,5,N,0,213,8,N,99,,0,,,,0,0,0
31283,764,E,24,1500,43.9,UnSecured,42,7,280,L,Y,0,S,M,12,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,84,"120,000.00",0,623,0,5,D,24,0,0,0,99,26,2,2,0,2,6,N,0,7,6,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31284,872,A,60,8000,12.9,UnSecured,58,11,11,T,Y,1,M,M,55,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,245,"120,000.00",0,6869,0,4,D,52,0,1,2,19,30,0,0,0,2,0,N,1,69,2,N,19,,0,,,,0,0,0
31286,850,B,60,12000,17.9,UnSecured,23,4,36,H,Y,2,M,M,2,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,180,"140,000.00",105458,194912,1657,5,D,41,168,0,0,99,0,1,0,0,9,3,N,0,281,9,N,99,LIFE & CRITICAL ILLN      ,1,768,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31287,795,D,60,3000,26.9,UnSecured,16,3,48,H,Y,2,D,F,24,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,108,"128,000.00",64617,70942,703,5,D,49,71,0,0,99,23,0,0,0,1,3,N,0,16,5,N,99,,0,,,,0,0,0
31291,947,X,60,15000,7.9,UnSecured,22,4,60,H,Y,2,M,M,199,G,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,TRUE  ,253,"85,000.00",86213,114921,684,0,D,37,88,0,0,99,111,0,0,0,4,5,N,0,288,9,N,99,,0,,,,0,0,0
31294,942,A,54,5000,13.9,UnSecured,43,7,48,H,Y,0,S,M,18,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,192,"112,000.00",74825,74825,458,5,D,35,76,1,2,44,21,0,0,0,0,4,N,1,0,1,N,44,LASU                      ,1,770,LASU,Single,1,0,0
31296,797,D,60,5000,29.9,UnSecured,13,2,124,H,Y,1,M,M,72,P,F,P,6,TRUE,TRUE ,TRUE ,TRUE ,TRUE ,TRUE,TRUE  ,336,"110,000.00",87500,90174,657,5,D,36,90,2,15,7,57,3,1,1,9,9,N,2,16,5,N,7,Joint                     ,1,775,JOINT LASU,JOINT,0,1,0
31306,822,C,120,20500,14.4,secured  ,39,6,60,H,Y,2,M,M,216,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"68,000.00",36680,54978,382,0,D,55,38,0,0,99,37,3,0,1,7,5,N,0,187,5,N,99,,0,,,,0,0,0
31310,910,A,60,8000,12.9,UnSecured,45,8,360,H,Y,0,S,F,18,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,72,"103,000.00",86518,86551,0,5,D,31,88,1,13,57,22,0,0,0,5,0,N,0,1,3,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31313,826,C,96,7750,14.4,secured  ,47,8,23,H,Y,0,M,M,8,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,306,"126,000.00",53995,65996,318,4,D,38,55,0,0,99,0,0,0,0,1,0,N,0,130,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31314,762,E,60,6000,19.9,UnSecured,46,8,192,H,Y,3,M,F,24,G,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,"150,000.00",55000,10587,158,5,D,42,0,0,0,99,10,0,0,0,6,14,N,0,106,8,N,99,,0,,,,0,0,0
31315,943,X,37,1800,21.9,UnSecured,40,6,216,H,Y,1,M,M,48,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,108,"95,000.00",20000,11076,38,0,D,52,6,0,0,99,0,0,0,0,3,18,N,0,71,4,N,99,,0,,,,0,0,0
31317,815,C,60,4500,23.9,UnSecured,35,6,6,H,Y,0,S,M,30,P,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,232,"90,000.00",87143,94063,612,0,D,28,89,0,0,99,6,0,0,0,2,0,N,0,70,3,N,99,,0,,,,0,0,0
31318,786,E,60,4000,21.9,UnSecured,37,6,29,T,Y,0,S,F,26,P,F,P,2,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,336,"120,000.00",0,6461,270,5,D,37,0,0,0,99,0,1,0,0,0,2,N,0,65,4,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31324,825,C,120,15000,15.4,secured  ,18,3,48,H,Y,0,M,M,54,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,246,"151,000.00",131854,153913,1032,5,D,59,133,0,0,99,0,1,1,0,8,1,N,0,221,7,N,99,LIFE & CRITICAL ILLN      ,1,768,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31330,1006,X,60,6400,7.9,UnSecured,44,8,227,H,Y,0,M,F,95,G,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,335,"74,000.00",17195,46247,906,4,D,49,18,0,0,99,1,0,0,0,1,17,N,0,301,9,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31331,796,D,60,3000,31.9,UnSecured,47,8,220,L,Y,0,D,M,24,P,F,P,1,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,64,"120,000.00",0,5141,48,0,D,54,0,0,0,99,0,0,0,0,2,17,N,0,52,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31332,980,X,60,11000,7.9,UnSecured,42,7,288,H,Y,0,W,F,90,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,360,"75,000.00",20000,33784,202,0,D,51,26,0,0,99,0,0,0,0,7,22,N,0,92,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31336,903,A,60,3000,19.9,UnSecured,45,8,456,H,Y,1,M,F,372,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,144,"130,000.00",0,6024,0,4,D,62,0,0,0,99,71,0,0,0,4,15,N,0,61,2,N,99,LASCI                     ,1,772,LASCI,Single,1,0,0
31337,974,X,36,5000,9.9,UnSecured,46,8,120,H,Y,0,S,M,196,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,196,"164,000.00",64000,68420,539,0,D,43,65,0,0,99,3,1,0,0,2,8,N,0,46,7,N,99,,0,,,,0,0,0
31338,854,B,60,8500,11.9,UnSecured,24,4,291,H,Y,0,S,M,66,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,252,"100,000.00",0,8836,0,4,D,36,0,0,0,99,0,0,0,0,3,0,N,0,89,3,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31352,1003,X,48,5000,13.9,UnSecured,6,1,240,H,Y,0,M,M,60,R,F,P,6,FALS,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,0,"275,000.00",0,28226,325,5,C,56,29,0,0,99,22,1,0,0,1,18,N,0,6,2,N,99,LIFE & CRITICAL ILLN      ,1,768,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31354,796,D,48,3000,26.9,UnSecured,12,2,12,T,N,1,S,F,60,P,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,180,"120,000.00",0,5491,199,5,D,43,0,0,0,99,0,2,0,0,1,0,N,0,55,7,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31357,840,B,84,15000,14.4,secured  ,11,2,42,H,Y,1,D,F,120,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,"176,000.00",135028,152696,1360,5,D,37,137,0,0,99,0,1,1,0,3,3,N,0,177,7,N,99,,0,,,,0,0,0
31361,819,C,60,8500,13.9,UnSecured,47,8,246,H,Y,0,S,F,52,G,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,274,"100,000.00",0,10801,84,0,D,22,0,0,0,99,0,2,0,0,2,2,N,0,109,9,N,99,JOINT LASU                ,1,775,JOINT LASU,JOINT,0,1,0
31363,812,D,24,3500,32.9,UnSecured,44,8,9,H,Y,2,M,M,36,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,171,"160,000.00",115305,120664,893,5,D,36,117,0,0,99,0,3,3,1,3,0,N,0,54,7,N,99,,0,,,,0,0,0
31365,877,A,120,30000,10.9,secured  ,19,3,188,H,Y,0,M,M,18,S,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,245,"179,000.00",96320,132573,947,4,D,53,98,0,0,99,0,1,1,0,9,0,N,0,363,8,N,99,LASCI                     ,1,760,LASCI,Single,1,0,0
31366,723,O,60,3000,42.9,UnSecured,13,2,300,H,Y,1,M,M,276,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"125,000.00",134230,154663,1066,0,D,42,136,0,0,99,0,1,1,0,5,0,N,0,205,9,N,99,,0,,,,0,0,0
31368,802,D,48,2500,29.9,UnSecured,43,7,144,T,N,0,M,M,94,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"120,000.00",0,27741,489,5,D,43,0,0,0,99,3,0,0,0,2,5,N,0,278,3,N,99,LIFE & CRITICAL ILLN      ,1,756,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31369,766,E,60,5000,21.9,UnSecured,0,1,45,T,Y,0,M,F,35,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,184,"120,000.00",0,4128,100,4,D,45,0,0,0,99,0,1,0,0,4,0,N,0,42,6,N,99,,0,,,,0,0,0
31370,789,D,60,1500,36.9,UnSecured,47,8,18,H,Y,5,M,M,132,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,180,"90,000.00",96472,133797,967,0,D,34,98,0,0,99,5,3,3,8,3,1,N,0,374,8,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31374,830,C,36,2000,28.9,UnSecured,42,7,10,H,N,1,S,M,12,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,"104,000.00",88889,100870,751,5,D,27,90,0,0,99,2,0,0,0,3,0,N,0,120,5,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31378,986,X,37,8000,9.9,UnSecured,12,2,168,H,Y,1,M,F,42,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,192,"190,000.00",100716,104504,871,5,D,50,102,0,0,99,0,0,0,0,2,14,N,0,38,5,N,99,,0,,,,0,0,0
31382,915,A,60,5000,14.9,UnSecured,43,7,125,H,Y,0,M,M,48,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,72,"120,000.00",0,1575,17,0,D,35,1,0,0,99,0,0,0,0,4,9,N,0,16,4,N,99,,0,,,,0,0,0
31385,848,B,60,6024,16.9,UnSecured,43,7,62,T,Y,1,D,F,68,P,F,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,128,"120,000.00",0,16456,175,0,D,40,0,0,0,99,0,0,0,0,0,4,N,0,165,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31387,786,E,37,2500,43.9,UnSecured,44,8,71,T,Y,2,M,M,1,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,74,"120,000.00",0,4139,238,5,D,42,0,0,0,99,2,6,6,9,2,4,N,0,42,7,N,99,LASU                      ,1,770,LASU,Single,1,0,0
31390,846,B,60,9000,14.9,UnSecured,18,3,1,T,N,2,M,M,72,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,78,"120,000.00",0,297070,1664,0,D,38,267,0,0,99,0,1,1,0,4,0,N,0,317,9,N,99,,0,,,,0,0,0
31395,772,E,120,10000,17.9,secured  ,47,8,72,H,Y,1,M,M,38,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,390,"100,000.00",80202,88243,547,0,D,46,82,2,17,26,6,1,1,0,9,7,N,2,81,4,N,26,1st Cust - LASU / 2n      ,1,771,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
31396,691,R,36,2000,44.9,UnSecured,47,8,42,H,Y,2,S,F,54,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,131,"115,000.00",78910,123427,1028,1,D,32,80,0,0,99,0,3,1,1,9,3,N,0,446,9,N,99,,0,,,,0,0,0
31401,959,X,24,1000,19.9,UnSecured,47,8,360,H,Y,0,M,F,69,P,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,312,"110,000.00",80000,43631,482,0,D,51,25,0,0,99,0,1,0,0,2,31,N,0,202,9,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31402,952,X,54,8500,9.9,UnSecured,39,6,84,H,Y,0,D,M,11,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,396,"100,000.00",24928,47268,771,5,D,52,26,0,0,99,0,0,0,0,1,7,N,0,224,9,N,99,,0,,,,0,0,0
31403,856,B,60,3500,22.9,UnSecured,45,8,84,H,Y,1,D,F,4,G,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,120,"85,000.00",31788,31788,287,5,D,34,33,2,8,50,26,1,1,0,1,8,N,1,1,2,N,50,,0,,,,0,0,0
31409,941,A,120,40000,9.4,secured  ,61,11,36,H,Y,0,S,M,218,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,205,"325,000.00",235444,26305,0,4,D,46,0,0,0,99,0,0,0,0,1,0,N,0,264,1,N,99,LIFE & CRITICAL ILLN      ,1,756,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31412,855,B,120,9000,13.4,secured  ,9,2,43,H,Y,3,D,F,181,P,F,P,6,TRUE,TRUE ,TRUE ,TRUE ,FALSE,TRUE,FALSE ,62,"241,000.00",155384,168032,1005,5,D,36,157,0,0,99,2,0,0,0,1,3,N,0,127,9,N,99,,0,,,,0,0,0
31413,931,A,60,6500,9.9,UnSecured,6,1,76,H,Y,0,S,M,15,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"278,000.00",143276,148434,1119,0,D,45,145,1,21,49,0,0,0,0,0,6,N,0,52,4,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31418,799,D,60,7000,22.9,UnSecured,22,4,120,H,Y,0,M,M,336,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"167,000.00",129021,132696,1071,5,D,47,131,0,0,99,3,2,0,0,6,13,N,0,37,9,N,99,1st Cust - LASU / 2n      ,1,759,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
31419,772,E,42,5000,19.9,UnSecured,13,2,109,H,Y,1,M,M,24,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,168,"119,000.00",81523,16130,237,0,D,32,0,0,0,99,86,1,0,0,5,9,N,0,162,9,N,99,,0,,,,0,0,0
31421,900,A,24,3300,24.9,UnSecured,20,3,102,H,Y,1,M,F,166,G,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,216,"195,000.00",62695,74929,460,0,D,44,76,0,0,99,194,0,0,0,0,8,N,0,9,4,N,99,,0,,,,0,0,0
31422,817,C,54,3150,31.9,UnSecured,42,7,147,T,Y,1,S,F,36,P,F,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,207,"120,000.00",0,2707,0,0,D,47,0,0,0,99,202,1,0,0,2,11,N,0,28,3,N,99,LIFE & CRITICAL ILLN      ,1,756,LIFE & CRITICAL ILLNESS,LCI,0,0,1
31424,905,A,48,6000,11.9,UnSecured,47,8,104,T,Y,0,W,F,212,D,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,188,"120,000.00",0,6628,0,0,D,59,0,0,0,99,0,0,0,0,1,8,N,0,67,8,N,99,,0,,,,0,0,0
31427,764,E,60,5000,21.9,UnSecured,17,3,5,T,Y,0,M,F,8,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,60,"120,000.00",0,10835,174,4,D,39,0,0,0,99,0,0,0,0,2,0,N,0,109,5,N,99,LASU                      ,1,758,LASU,Single,1,0,0
31428,947,X,60,5000,9.9,UnSecured,0,1,288,H,Y,1,M,F,39,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"300,000.00",40000,10943,0,0,D,52,0,1,17,53,0,0,0,0,2,25,N,1,110,5,N,53,,0,,,,0,0,0
31430,755,F,120,12500,20.9,secured  ,45,8,5,H,Y,0,S,M,120,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,"126,000.00",111312,118695,967,5,D,41,113,0,0,99,0,0,0,0,9,0,N,0,74,7,N,99,,0,,,,0,0,0
31434,850,B,120,10000,13.4,secured  ,21,4,204,H,Y,0,D,F,72,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,60,"92,000.00",53865,61945,719,5,D,55,63,0,0,99,13,0,0,0,1,9,N,0,0,2,N,99,,0,,,,0,0,0
31435,978,X,120,38000,7.9,secured  ,10,2,113,H,Y,2,M,M,20,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,197,"218,000.00",75845,112790,754,4,D,44,77,0,0,99,0,0,0,0,1,9,N,0,370,9,N,99,1st Cust - LASCI / 2      ,1,761,1st Cust - LASCI / 2nd Cust - LCI,Single,1,0,0
31438,894,A,60,12000,7.9,UnSecured,6,1,130,H,Y,2,M,M,52,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,TRUE  ,264,"180,000.00",136504,192641,1583,1,D,44,151,0,0,99,49,1,0,0,1,14,N,0,430,9,N,99,JOINT LASU                ,1,775,JOINT LASU,JOINT,0,1,0
